URL,noun,noun_rough_eng,sense1,machine_translation1,sense2,machine_translation2,sense3,machine_translation3,sense4,machine_translation4,sense5,machine_translation5,sense6,machine_translation6,sense7,machine_translation7,sense8,machine_translation8,sense9,machine_translation9,sense10,machine_translation10,sense11,machine_translation11
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=жаш,жаш,young,"Дүүлүккөн, ооруксунган абалда же ыйлаганда көздөгү бездер аркылуу бөлүнүп чыгуучу тунук жана туздуураак келген суу сыяктуу суюктук.","A clear, saltier, water-like fluid secreted by glands in the eyes during eye strain, pain, or crying.","Адамдын өмүрүн жыл боюнча эсептөө ченеми, өмүр чени.","The measure of a person's life span in years, life expectancy.","Өсүп келе жаткан, өсүп жетиле элек, токтоло элек, кары эмес (адам жөнүндө).","Growing, not yet mature, not yet old (about a person).","Быша элек, жетиле элек, толо элек","Not ripe, not mature, not full",Жаңы.,New.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=жардам,жардам,help,"Кол кабыш, көмөк.","Help, support.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
"https://el-sozduk.kg/zharandyk-i-2/
https://el-sozduk.kg/zharandyk-ii-/",жарандык,civil,Жаран катары тигил же бул мамлекетке таандык болуу абалы.,The state of belonging to a particular country as a citizen.,Жарандардын укуктук абалына байланыштуу жарандык мыйзамдар.,Civil laws related to the legal status of citizens.,Өзүн тигил же бул мамлекеттин жараны деп эсептеген адамга мүнөздүү.,It is characteristic of a person who considers himself a citizen of a particular country.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=жаран,жаран,citizen,"Достор, дос-туугандар.","Friends, relatives.",Укуктук негизде белгилүү бир мамлекетке таандык адам.,A person who legally belongs to a particular state.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=жара,жара,wound,"Ар кандай кокустуктардан ириңдеп, шишип же теринин башкача зыяндашынан улам денеде пайда болгон илдет.","A disease that occurs in the body due to various accidents, such as suppuration, swelling, or other damage to the skin.","Кайгы, көңүлгө так калтырган жамандык.",Sadness is a memorable evil.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/zhanybar--2/,жаныбар,animal,"Ар кандай айбандар, тирүү жандыктар, жалпы эле айбанаттар дүйнөсүнүн өкүлү.","Various animals, living creatures, and representatives of the animal world in general.","Малга, жер-сууга (көбүнчө малга карата, кээде жерге-сууга, адамдарга карата) таң калуу, жогору баалоо, урматтоо маанисинде айтуудан колдонулат.","It is used to express admiration, high regard, and respect for animals, land, and water (usually in relation to animals, but sometimes in relation to land, water, and people).",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=жаза,жаза,punishment,"Кылмышы үчүн тарта турган айып, кылган кылмышы үчүн колдонулуучу чара.","The penalty for a crime, the measure applied for a crime committed.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=дүйнө,дүйнө,the world,"Аалам, бүт жер жүзү.","The universe, the entire earth.",Дүнүйө.,World.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/dolboor--2/,долбоор,project," Имараттын, курулуштун, бир нерсени кайрадан куруунун же даярдоонун, алдын ала даярдалган болжолу, алдын ала түзүлгөн планы. ","A pre-prepared estimate, a pre-established plan for a building, construction, or the reconstruction or preparation of something.",Кандайдыр бир документтин ойлонулган нерсенин кийин толуктоолор же өзгөрүүлөр киргизилиши мүмкүн болгон болжолдуу тексти.,"A draft of a document, a tentative text that may be amended or modified later.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=добуш,добуш,vote,"Сүйлөгөндө, ырдаганда, кыйкырганда ж.б. учурларда үн түйүнүнүн термелиши аркылуу пайда болгон үн.","The sound produced by the vibration of the vocal cords when speaking, singing, shouting, etc.","Мамлекеттик, коомдук мекемелердин ар кандай маселелерин чечүүдө, шайлоо учурунда адамдардын пикир, ой билдирүү, белгилүү сунушка кошулуу, кошулбоо укугу жана ушундай ой-пикирдин кол көтөрүү, бюллетень салуу ж.б. аркылуу берилген формасы.","The right of people to express their opinions, thoughts, and to agree or disagree with a certain proposal when solving various issues of state and public institutions, and during elections, and the form in which such opinions are expressed through a show of hands, balloting, etc.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=дин,дин,religion,"Кудайдын бар экендигин, дүйнө кудай тарабынан жаралгандыгын жана жөнгө салынып турарын тастыктап, ушул ишенимдин айланасында белгилүү бир системадагы ырым-жырым, эреже, жоболору иштелип чыккан ишеним.","A belief that affirms the existence of God, that the world was created and is governed by God, and that a specific system of rituals, rules, and regulations has been developed around this belief.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=деңгээл,деңгээл,level,Бир нерсенин мейкиндиктеги болгон чеги.,The limit of something in space.,Даража.,Level.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/den-sooluk-4/,ден соолук,health,Саламаттык.,Health.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=дарыгер,дарыгер,doctor,"Аптекарь; дарылоочу адам, врач.","Apothecary; a healer, a doctor.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=далил,далил,evidence,"Аныктык, негиз, аныктоочу факт.","Certainty, basis, defining fact.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=гигиена,гигиена,hygiene,Саламаттык сактоо жөнүндөгү илим жана ушундай максаттын чаралары.,The science of health and measures for this purpose.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=герб,герб,coat of arms,"Мамлекеттин, шаардын, уруунун ж. б. желекке, тууга, акчага ж. б. тартылуучу шарттуу белгиси.","A conventional symbol of a state, city, tribe, etc., depicted on a flag, banner, money, etc.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=бутак,бутак,branch,"Өсүмдүктөрдүн шагы, өзөгүнө жабыша чыккан тарамдары.","The branches of plants, the branches that grow from the stem.","Таралып чыккан бир тукум, жакын тууган.","A widespread lineage, a close relative.","Кандайдыр бир таяныч, тармак, жөлөк.","Some kind of support, network, support.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=булак,булак,source,"Башат, жер астынан чыккан суу.","A spring, water that comes from underground.","Бир нерсенин келип чыккан жери, кенчи, негизи.","The place of origin, source, foundation of something.","Жаман суюктук, ириң бөлүнүп чыгуучу кулак оорусу.",An ear infection with bad fluid and pus discharge.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=борбор,борбор,center,"Ордонун хан, чүкө салуучу жери (тегерек сызыктын дал ортосу).","The place where the Khan of the Horde, the chief of the army, was placed (exactly in the middle of the circle).","Бир нерсенин чок ортосу, орто бөлүгү; тегеректин борбору.",The center of something; the middle part; the center of a circle.,Өкмөт жана өкмөттүк мекемелер турган мамлекеттин негизги шаары.,"The main city of a country, where the government and government institutions are located.","Бир нерсенин негизи, чордону.","The basis, the center of something.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=билим+берүү,билим берүү,education,Системалуу илимий билимдерди берүү жана алуу процесси.,The process of imparting and acquiring systematic scientific knowledge.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=бийлик,бийлик,power,"Мамлекетти башкаруу укугу, саясий үстөмдүк.","The right to govern the state, political dominance.","Күч, кудурет, кубат, үстөмдүк.","Strength, power, might, dominance.",Бий болгон адамдын мансабы үчүн алына турган салык.,A tax levied on a person's position as a ruler.,"Башкаруу, үстөмдүк, кожоюндук кылуу, моюн сундуруу укугу.","The right to rule, dominate, dominate, and submit.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/bolum--3/,бөлүм,department,"Көп бөлүктөн турган имараттын, үйдүн, курулуштун ж.б. ички бөлүнгөн бөлүктөрү.","The internal divisions of a multi-part building, house, structure, etc.","Чыгарманын, китептин ж.б. негизги ири бөлүктөрү.","The main major parts of a work, book, etc.","Борбордук мекемеге, ишканага же борбордоштурулган уюмга баш ийүүчү анын айрым тармагы.","A branch of a central institution, enterprise, or centralized organization that is subordinate to it.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=башчы,башчы,leader,"Жетекчи, башкаруучу, багатап жүрүүчү.","A leader, a manager, a guide.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/bash-11/,баш,head,"Адамдың, жалпы эле жаныбарлардын көз, мурун, ооз, кулак, мээ орношкон дене мүчөсү.","The body part of humans and animals in general that houses the eyes, nose, mouth, ears, and brain.",Адамдын же айбандын өзү.,The person or animal itself.,"Бир нерсенин алгачкы чыккан жери, жогорку жагы, башталышы.","The first place where something comes from, the top, the beginning.",Дан эгиндердин дан берүүчү бөлүгү.,The grain-bearing part of cereals.,"Чоку, төбө, бир нерсенин жогорку, үстүнкү бөлүгү.","The top, top, upper part of something.","Тескөөчү, башкаруучу, башчы.","Manager, ruler, leader.","Болуп жаткан иштин, окуянын ж. б. дал үстү, өзү, жаны.","The very essence, essence, essence of what is happening, the event, etc.","Мыкты, тандамал, башкалардан жогору, биринчи.","Excellent, select, above others, first.",,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=банк,банк,bank,Ири кредиттик мекеме.,A large credit institution.,Карта оюнунда ортого чогулган акча.,Money collected in a card game.,Кумар оюнунун бир түрү.,A type of gambling.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://el-sozduk.kg/balalyk-7/,балалык,childhood,"Бала кез, бала чак.","Childhood, childhood.","өт. Бала мүнөздүүлүк, баланын ишин кылгандык, кагылбагандык.","Childish behavior, doing childish things, not being aggressive.",,,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=бала,бала,the boy,"Бой жете элек жаш уул, кыз; жалпы эле уул, кыз (ата-энесине карата).",A young boy or girl who has not yet reached puberty; generally a boy or girl (in relation to their parents).,"Айбанаттардын, канаттуулардын жашы, жаш төлү.","The age of animals and birds, the young of their young.","Улуу адамдар өзүнөн кичүүлөргө, өз балдары курактууларга кайрылганда айтылат.","It is said when older people address those younger than them, such as those their own children.","Жаш, такшалбаган, кагылбаган.","Young, untrained, untrained.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=бал,бал,honey,"Гүлдөрдүн ширесинен аарылар аркылуу иштелип чыккан коюу, таттуу суюктук.","A thick, sweet liquid produced by bees from the nectar of flowers.","Шалы эгүү, пияз, сабиз сыяктуу өсүмдүктөрдү өндүрүү үчүн суу токтотууга, суу жаюуга ылайыктап, тегерете кырдалган жал; чарчы-чарчы тилкелер.","A ridge of land that is shaped around a circle to hold water and spread it out for the production of crops such as rice, onions, and carrots; square strips.",Салтанаттуу күндөрдө бий менен боло турган чоң оюн-зоок кечеси.,A large entertainment party with dancing on festive days.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=байланыш,байланыш,communication,"Адамдардын, коллективдин ортосундагы мамиле, карымкатнаш.","Relationships, interactions between people, teams.","Алыс аралыкта турган адамдарды бири-бири менен кабарлаштыруучу, сүйлөштүрүүчү мекемелердин конторасы.",An office of institutions that communicate and communicate with people living far away.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=багыт,багыт,direction,Бет алган жак.,The one who has taken a page.,Айлана-чөйрө.,The environment.,Агым.,Flow.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=баатыр,баатыр,hero,"Эр, каарман, жүрөктүү.","A man, a hero, a heart.","Урматтоо, кайрылуу иретинде колдонулат.",Used as a form of respect and address.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=аял,аял,woman,"Эркектин жубайы, жынысы жагынан эркектердин карама-каршысы.",A man's wife is the opposite of men in terms of gender.,"Токтолуп туруучулук, күтүп туруучулук, жай тартуучулук.","Stagnation, waiting, slowness.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=ата,ата,father,Балалуу болгон эркек (балдарына карата).,A man who has children (in relation to his children).,Жалпы эле жашап калган кишилерге кайрылганда айтылат.,It is generally said when referring to people who have already lived.,Мифтик түшүнүк боюнча айрым айбандардын колдоочусу.,"In mythological terms, he is the patron of certain animals.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=ат,ат,horse,Бычылган жылкы.,A trained horse.,Жалпы эле минилүүчү жылкы.,A general riding horse.,Адамдарга берилүүчү ысым.,A name given to people.,"Айбандарга, куштарга ж. б. коюлган аталыштар.","Names given to animals, birds, etc.","Географиялык наам, жерлердин, суулардын ж.б. аталышы.","Geographical title, the name of places, waters, etc.","Атак, даңк.","Fame, glory.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=аракет,аракет,action,"Бир нерсени иштөөгө жасалган кыймыл, амал, айла, даярдык, кам.","A movement, action, trick, preparation, care made to do something.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=аймак,аймак,area,"Жер, территория, өлкө.","Land, territory, country.","Айлана, бир нерсенин жаны, тегереги.","Circumference, the soul of something, the surroundings.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=ай,ай,the moon,Күн нуруна чагылышып жаркырап көрүнүп туруучу асман телосу.,A celestial body that appears to shine by reflecting sunlight.,Жылдын он экиден бир бөлүгүн көрсөтүүчү мезгил.,A period representing one-twelfth of a year.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=адвокат,адвокат,lawyer,"Айыпталуучуну сот алдында жактоочу, бирвөнүн соттогу иштерин алып баруучу, укук маселелери боюнча кеңештер берүүчү юрист; жактоочу.","A lawyer who defends a defendant in court, who conducts someone's legal affairs, and who provides advice on legal matters; a defense attorney.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=адат,адат,habit,"Жалпы көпчүлүк үчүн өнөкөт болуп калган каада, салт, жүрүш-туруш тартиби.","A custom, tradition, or order of behavior that has become a tradition for the general public.","Үйрөнүп калган көндүм, өнөкөт, көнүмүш.","A learned habit, a chronic one, a routine.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=адам,адам,person,"Ойлоо жана сүйлөө жөндөмдүүлүгүнө ээ болгон, өндүрүш куралдарын иштеп чыгып, аны коомдук эмгекте пайдалана алуучу тирүү жан, киши.","A living being, a person, who has the ability to think and speak, who can develop tools of production and use them in social labor.",Таң калгандыкты билдирүүдө колдонулат.,Used to express surprise.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
https://tamgasoft.kg/dict/index.php?lfrom=kg&lto=kg&word=абал,абал,situation,"Турмуш шарты, иштин, күндөлүк тиричиликтин ж. б. жөн-жайы, жалпы ал-жайы. ","Living conditions, work, daily life, etc., general conditions.","Нерсенин белгилүү бир шарттагы көрүнүшү, турган турушу. ","The appearance, the state of something under certain conditions.",Отурган-турганы же башка бир көрүнүшү боюнча белгилүү калыпта болгондук.,"We were in a certain position, whether sitting or standing, or in some other way."," Оорулуу адамдын ал-жайы, шайы.","The state of a sick person, his or her health.","Коомдук-саясий мамилелердин жалпы көрүнүшү, коомдук турмуштун шарты.","A general picture of socio-political relations, the conditions of public life.","Чама-чарк, даремет. ","A lot of effort, potential.",,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!
"https://el-sozduk.kg/aba-i/

https://el-sozduk.kg/aba-ii/",аба,air,Жалпы эле улуу эркектер; аларга ызааттап кайрыла турган сөз.,Great men in general; a term used to refer to them in a derogatory manner.,"Өзүнөн  улуу  эркек  бир тууганы, аталаш агалары («байке» деген мааниде)","Older male brother, cousins ​​(meaning ""uncle"")","Көбүнчө азот менен кычкылтектин кошундусунан туруп, жердин атмосферасын түзүүчү газ сыяктуу зат. ","A gas-like substance that makes up the Earth's atmosphere, usually consisting of a combination of nitrogen and oxygen.","Асман мейкиндиги, көк.",The sky is blue.,Климат.,Climate.,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!